25,25,547,825,536
25,25,545,826,532
25,25,576,826,514
25,25,572,844,536
25,25,617,889,623
25,25,676,916,660
25,25,661,912,788
30,-30,645,778,873
30,-30,619,625,881
30,-30,604,593,872
30,-30,602,724,753
25,25,608,852,626
25,25,641,858,28
25,25,681,871,39
25,25,694,898,44
25,25,681,901,47
25,25,702,832,56
30,-30,750,741,923
30,-30,756,712,865
-30,30,713,695,43
25,25,666,676,50
25,25,658,678,59
25,25,662,664,58
-30,30,661,639,50
30,-30,643,645,681
30,-30,645,666,703
30,-30,639,666,722
30,-30,628,662,724
30,-30,642,674,740
30,-30,656,682,788
30,-30,670,685,872
25,25,618,671,45
25,25,629,659,34
25,25,668,681,9
25,25,696,697,55
30,-30,746,722,872
-30,30,731,731,46
30,-30,725,741,802
30,-30,685,733,798
30,-30,656,690,735
30,-30,653,651,675
30,-30,628,627,637
30,-30,614,601,629
30,-30,603,604,628
30,-30,589,640,643
25,25,620,649,643
-30,30,678,645,634
30,-30,687,654,692
30,-30,669,657,731
30,-30,644,643,741
30,-30,654,652,726
30,-30,668,667,713
30,-30,664,633,673
-30,30,653,624,621
-30,30,667,646,627
25,25,670,684,647
25,25,672,700,643
25,25,673,685,630
-30,30,702,682,650
-30,30,716,697,689
25,25,733,734,722
-30,30,745,742,699
-30,30,767,718,679
-30,30,772,712,653
-30,30,745,696,640
-30,30,684,658,631
-30,30,650,647,621
25,25,650,655,639
-30,30,751,684,669
-30,30,728,669,656
-30,30,666,650,615
-30,30,682,646,568
-30,30,677,633,569
-30,30,637,594,584
-30,30,732,659,650
-30,30,788,749,723
-30,30,796,750,762
-30,30,784,721,737
-30,30,785,704,691
-30,30,786,704,663
-30,30,736,660,601
-30,30,681,600,559
-30,30,642,585,552
-30,30,657,592,550
30,-30,653,592,749
30,-30,631,601,854
30,-30,614,740,756
25,25,654,829,602
25,25,798,825,40
-30,30,844,709,32
-30,30,778,588,36
-30,30,596,531,33
-30,30,581,537,32
-30,30,640,603,36
-30,30,683,657,640
-30,30,685,672,662
30,-30,671,653,683
30,-30,671,663,679
-30,30,675,658,40
-30,30,626,623,35
-30,30,593,590,549
-30,30,600,563,578
-30,30,631,571,605
-30,30,660,609,39
-30,30,639,615,36
-30,30,637,610,37
-30,30,618,607,37
-30,30,604,596,40
-30,30,616,601,38
-30,30,608,602,578
30,-30,627,627,647
30,-30,670,661,701
30,-30,703,685,730
30,-30,664,662,703
30,-30,600,645,688
30,-30,571,628,664
30,-30,574,587,613
30,-30,562,563,592
-30,30,611,550,40
-30,30,594,549,40
-30,30,555,549,37
25,25,561,564,38
